13011.800000 1.932356 5.781099 2.526353 18.639427 26.151716 20.975086 26.512259 30.196812  2.38734 1.47466 1.74453
13012.000000 1.970498 5.822869 2.419813 18.238105 25.787394 20.535589 26.246915 30.736112  3.06087 1.33289 0.82414
13012.200000 1.967552 5.897242 2.451425 17.539773 26.065820 19.871254 26.200417 30.953110  2.92118 1.41838 1.65363
13012.400000 1.964302 5.903551 2.583215 16.785571 25.822712 19.237541 26.142625 31.791297  2.60014 1.62092 1.33797
13012.600000 1.938833 5.892586 2.555884 16.765889 25.449710 19.239629 25.730501 31.528086  3.07749 2.23886 1.78592
13012.800000 1.976353 5.804767 2.361529 16.589597 25.577234 18.932715 25.526105 31.857031  2.86323 1.80187 1.08149
13013.000000 1.967477 5.851270 2.465048 16.719321 25.915510 19.150530 25.839426 31.668309  2.97323 1.37911 1.74883
13013.200000 1.957185 5.885901 2.525586 16.800409 25.997874 19.280860 25.903334 30.870643  2.95963 1.76081 1.47652
13013.400000 1.979408 5.662776 2.219850 17.204195 26.318587 19.396641 26.161000 30.408274  3.01729 2.37529 1.23289
13013.600000 1.964365 5.874461 2.407577 17.753701 25.724609 20.148091 25.465955 30.433478  2.96703 1.91485 1.20799
13013.800000 1.977604 5.785699 2.359918 17.834087 24.955880 20.163654 24.817085 30.519625  2.87560 2.16938 0.77512
13014.000000 1.975574 5.784005 2.464532 17.834400 24.825624 20.181131 25.015613 30.297394  2.57274 1.59544 0.78892
13014.200000 1.968241 5.864654 2.463607 18.143354 25.445257 20.573751 25.221620 30.254473  3.00646 0.82681 1.02674
13014.400000 1.965249 5.881168 2.488188 17.807069 25.303857 20.194253 25.320719 31.056737  3.53646 1.41893 1.12808
13014.600000 1.974186 5.911176 2.337624 17.573691 24.904766 19.750083 25.029956 31.749278  3.42702 1.41153 1.39345
13014.800000 1.972344 5.927198 2.459733 17.804918 25.250803 20.017357 25.563260 31.538163  3.60749 1.30011 1.11365
13015.000000 1.970995 5.872409 2.415819 18.579063 25.556319 20.806886 25.947921 30.984903  2.92551 1.17945 1.59842
13015.200000 1.969869 5.852284 2.427463 19.155894 24.785320 21.328625 25.256040 30.884733  3.36597 0.68385 1.50167
13015.400000 1.975413 5.795628 2.360026 19.871779 24.233475 21.990646 24.615766 30.628487  3.06178 1.51123 1.80873
13015.600000 1.971969 5.696064 2.355741 19.985573 24.124718 22.156035 24.367521 31.035820  3.29748 1.23785 1.92513
13015.800000 1.972744 5.919400 2.438617 19.631260 24.295478 21.833044 24.416390 30.973066  3.08943 1.13319 1.31682
13016.000000 1.976968 5.678686 2.361657 19.835322 23.751707 21.877352 24.171411 31.032712  3.07784 1.95681 1.23449
13016.200000 1.964545 5.302119 2.432870 19.602064 23.854188 21.780046 24.181149 31.856268  2.51844 2.32712 1.73597
13016.400000 1.977748 5.611762 2.340389 19.684689 23.915524 21.685639 24.324084 31.748312  2.94261 1.28100 1.28526
13016.600000 1.964307 5.874643 2.385041 20.047874 23.790113 22.283231 24.074455 31.636658  3.02481 1.08198 1.87865
13016.800000 1.940977 5.911744 2.487960 19.365173 23.758795 21.690895 24.114330 32.251052  2.65386 1.83398 1.66419
13017.000000 1.979474 5.867403 2.313061 18.424508 23.497149 20.625931 23.670943 32.661312  2.96722 2.29122 1.80309
13017.200000 1.967881 5.874295 2.377579 18.149715 23.668573 20.439520 23.772985 32.689732  3.02684 2.02727 2.03517
13017.400000 1.973317 5.830421 2.386133 18.642034 23.384877 21.000265 23.123006 32.400630  2.64706 1.97658 1.54216
13017.600000 1.963320 5.863005 2.500499 18.823824 23.746844 21.235659 23.758359 32.012287  2.49727 2.46629 0.92453
13017.800000 1.970306 5.921603 2.458171 18.719364 23.403677 21.072351 23.307557 32.670726  3.10595 1.11633 1.21736
13018.000000 1.967583 5.869463 2.495971 18.945963 22.713126 21.265027 22.803052 32.978663  3.06936 0.83313 2.18901
13018.200000 1.970004 5.873987 2.431994 19.203584 22.360896 21.505179 22.370440 32.728669  3.46194 1.31424 1.84181
13018.400000 1.970602 5.806822 2.273113 19.087279 21.379495 21.330379 21.200659 32.405460  3.70677 0.48098 1.74331
13018.600000 1.976923 5.883968 2.338400 19.011054 21.395291 21.309390 21.307827 31.752941  3.84402 1.25025 1.68651
13018.800000 1.966571 5.885978 2.359599 19.049485 21.236024 21.314793 21.522224 31.463503  3.08515 1.06734 1.71859
13019.000000 1.969272 5.891475 2.314913 19.261344 21.453867 21.549144 21.368442 31.695742  3.97667 1.00012 1.94270
13019.200000 1.979049 5.884429 2.320403 18.902663 20.941502 21.139114 21.050167 31.441964  2.96264 1.66030 0.78989
13019.400000 1.966232 5.941679 2.522079 18.169804 20.388027 20.447331 21.027087 30.778061  2.96556 1.64556 0.88751
13019.600000 1.967841 5.874572 2.422928 17.677833 20.404359 19.977071 20.682608 30.517335  3.11829 1.47210 0.93751
13019.800000 1.972839 5.892550 2.376131 17.874032 20.408862 20.050563 20.780921 31.158996  3.47781 0.62737 1.90079
13020.000000 1.972806 5.833363 2.237880 18.044459 20.362245 19.975539 20.997128 30.839202  3.19612 1.13678 1.34283
13020.200000 1.970580 5.862532 2.334957 17.779651 20.515688 19.875857 21.047892 30.798290  2.83293 0.57249 1.85957
13020.400000 1.969985 5.893478 2.326996 18.496694 20.899669 20.475634 21.459865 31.611405  3.04231 0.64500 1.32745
13020.600000 1.973843 5.814633 2.356040 18.987250 21.112375 21.069193 21.623933 32.244806  2.52680 0.86397 1.68975
13020.800000 1.980306 5.819186 2.301707 19.338302 21.697247 21.515187 21.679805 32.774425  2.99101 1.22033 1.97908
13021.000000 1.974390 5.789927 2.299807 19.746973 21.944233 21.841929 22.299633 32.307695  2.76624 2.27183 1.41865
13021.200000 1.955563 5.885165 2.514800 19.526388 22.161655 21.799178 22.427400 31.749386  1.98867 0.88947 1.45760
13021.400000 1.966367 5.877760 2.512893 19.489614 22.179456 21.864806 22.138060 31.918424  2.51406 1.41382 1.52508
13021.600000 1.965224 5.878340 2.464468 19.899963 21.573278 22.316077 21.297893 32.086850  2.45880 1.63525 0.99287
13021.800000 1.958534 5.896478 2.571848 19.975569 21.439071 22.523005 21.014157 31.791426  2.38733 1.54072 1.96592
13022.000000 1.959962 5.870538 2.469178 19.518716 21.126176 21.930503 20.835704 31.482562  3.30082 1.91575 1.92195
13022.200000 1.972911 5.886828 2.439199 19.076109 21.534540 21.476648 21.073793 31.471377  2.76255 1.64988 1.16623
13022.400000 1.971209 5.884532 2.367115 18.749092 21.943132 21.049057 21.510981 31.484274  2.88833 1.29801 1.33763
13022.600000 1.967020 5.871054 2.330252 19.280986 22.684009 21.583304 22.071151 30.600977  3.23202 2.17455 1.04090
13022.800000 1.970219 5.889612 2.443645 19.265197 23.108023 21.663752 22.501519 29.842222  2.92516 1.08985 1.81771
13023.000000 1.970920 5.852822 2.456132 19.271513 23.585400 21.661509 22.946126 29.375939  3.11271 2.12531 1.78937
13023.200000 1.967431 5.872753 2.363222 19.162330 22.603549 21.487270 22.118744 30.522388  2.83456 2.07540 0.98402
13023.400000 1.969391 5.934621 2.392198 18.642454 22.370132 20.870392 22.287484 30.809299  3.29549 0.81124 0.46301
13023.600000 1.964756 5.834965 2.432810 18.733476 22.485141 20.976228 22.384270 30.862486  3.02222 1.56424 1.16619
13023.800000 1.969395 5.876417 2.399723 19.025621 21.878747 21.133305 21.970554 30.434333  3.37074 1.91309 1.30151
13024.000000 1.970040 5.936653 2.380778 19.432665 21.373998 21.515435 21.515928 30.000297  3.42082 1.42024 0.88181
13024.200000 1.975773 5.854897 2.343407 20.044668 21.078030 22.299366 20.645050 29.828353  2.52856 1.55791 1.20963
13024.400000 1.974004 5.630833 2.301262 20.320797 21.121254 22.377480 21.326146 30.427109  2.70111 1.60578 1.26785
13024.600000 1.967626 5.872563 2.425424 20.200539 21.171281 22.266652 21.578000 31.213336  2.78555 1.68015 1.13123
13024.800000 1.971631 5.909029 2.416415 19.684408 21.151964 21.900543 21.232553 31.413969  2.77818 1.35133 0.85873
13025.000000 1.974045 5.826783 2.415277 19.534671 21.318291 21.802987 21.303182 31.340765  2.20404 1.70085 0.79140
13025.200000 1.970553 5.884205 2.507195 19.046575 21.141179 21.357527 21.144408 31.528843  2.41724 2.18324 0.76597
13025.400000 1.968767 5.829361 2.493159 18.653444 20.998452 20.908246 21.141346 31.396456  2.09624 1.59061 1.72309
13025.600000 1.960117 5.855330 2.392479 18.921186 20.714223 20.948099 21.132131 31.537257  2.68829 1.84854 0.91706
13025.800000 1.975276 5.782519 2.258493 18.922546 20.862087 20.840034 21.187609 31.414293  2.78238 1.05437 2.16521
13026.000000 1.971092 5.884207 2.444960 18.698816 20.860782 20.715080 21.311965 30.986234  2.76792 1.97591 1.89757
13026.200000 1.963053 6.001714 2.519425 18.413261 20.982114 20.509574 21.318774 31.100005  3.00502 2.24141 0.91617
13026.400000 1.962628 5.927985 2.523139 18.835262 21.556945 20.940144 21.843393 30.837944  2.63949 2.39363 2.28300
13026.600000 1.953398 5.934453 2.577574 19.084140 21.491843 21.353524 21.623700 30.461523  2.62781 1.09825 2.46035
13026.800000 1.970740 5.810568 2.422584 19.445427 21.359745 21.581941 21.536610 30.749005  2.66906 1.03425 1.98487
13027.000000 1.970072 5.891375 2.399265 20.076627 21.284963 22.315026 21.187205 30.699665  3.16143 1.50660 2.14996
13027.200000 1.963034 5.905317 2.464006 20.918075 21.309865 23.262167 21.148647 31.323707  3.41924 1.13655 1.22831
13027.400000 1.978260 5.848903 2.368567 21.176446 21.067424 23.360122 21.050633 30.926592  2.63345 1.30991 1.35292
13027.600000 1.962902 5.901947 2.433276 21.073381 21.448275 23.397684 21.308425 30.838026  2.43994 1.98170 1.90250
13027.800000 1.977364 5.831555 2.397247 21.350566 21.659260 23.680995 21.407006 30.308219  2.66971 1.10025 1.35448
13028.000000 1.972286 5.858945 2.382442 22.021503 22.190384 24.347546 21.801871 30.153629  3.20133 1.93895 1.55543
13028.200000 1.963602 5.877710 2.459453 21.861975 21.987403 24.264559 21.565349 30.455426  2.77702 1.50671 1.65808
13028.400000 1.969975 5.753860 2.409671 22.070936 21.362170 24.456867 20.991219 30.336495  3.06021 2.12496 1.04760
13028.600000 1.961446 5.855620 2.430610 22.300555 21.564540 24.709643 21.119873 29.906404  2.85193 2.01553 1.13399
13028.800000 1.970478 5.747815 2.439947 22.475199 21.417099 24.903323 20.708357 30.357781  2.93281 2.02119 0.93471
13029.000000 1.965066 5.674911 2.335583 22.224704 21.232135 24.525404 20.426793 30.594092  3.28614 2.14317 0.91786
13029.200000 1.964234 5.876033 2.439443 22.338854 21.452216 24.760366 20.822094 30.713338  2.92109 2.47352 1.03806
13029.400000 1.973778 5.814691 2.446368 21.527582 22.230690 23.964532 21.595403 30.732422  2.79271 1.43541 1.91790
13029.600000 1.886176 5.982209 2.624103 21.137948 22.541760 23.671058 21.362931 30.704516  2.49805 2.25505 0.75686
13029.800000 1.963343 5.653799 2.452230 21.634860 22.590103 24.076159 21.839707 30.283475  2.60869 1.66017 1.39596
13030.000000 1.969117 5.871793 2.544826 21.389167 22.950602 23.917492 22.149689 30.334451  3.00934 2.30312 1.17683
13030.200000 1.957220 5.824251 2.539257 20.783596 23.541222 23.321778 22.961761 30.307686  2.67946 1.75151 1.26610
13030.400000 1.949839 5.818670 2.530692 20.220197 24.100730 22.672841 23.069719 29.842193  2.51721 1.56283 2.11931
13030.600000 1.961117 5.902584 2.585119 20.031713 24.098052 22.607206 23.419713 29.896825  2.33851 1.87028 2.23301
13030.800000 1.955096 5.776531 2.541156 20.614513 23.759509 23.154924 23.194143 29.850974  2.68742 1.83362 1.27486
13031.000000 1.977974 5.862357 2.243779 20.872621 24.078863 23.072524 23.208418 28.780970  3.25990 1.92461 1.71542
13031.200000 1.976234 5.829702 2.260032 20.577480 23.609048 22.778233 22.734138 28.689266  3.12063 1.23735 1.50549
13031.400000 1.969382 5.853602 2.395675 20.024717 23.129176 22.372122 22.183663 28.768235  2.79729 1.82862 1.16918
13031.600000 1.977411 5.734755 2.309992 19.701285 23.044240 21.951833 22.141413 28.785391  2.90242 1.27149 1.13473
13031.800000 1.956058 5.821657 2.436729 19.067985 22.927288 21.285196 21.440881 28.523352  2.67429 1.68339 1.49523
13032.000000 1.969947 5.799268 2.439593 18.530122 23.139887 20.786896 21.909089 28.265898  3.46034 1.40783 1.36028
13032.200000 1.971335 5.838940 2.437033 18.290274 23.254345 20.349663 21.936116 28.008627  2.91669 1.27198 2.11603
13032.400000 1.970869 5.847430 2.473027 17.738238 22.994697 19.761867 21.384810 27.996242  2.77214 1.61706 1.38994
13032.600000 1.946418 5.834365 2.501685 17.394307 23.045495 19.583052 21.808787 27.354115  3.04759 1.66698 2.30758
13032.800000 1.972291 5.902464 2.498402 16.996586 23.087752 19.375665 22.196888 26.784566  2.76601 1.32743 1.83328
13033.000000 1.930340 5.874205 2.649163 16.350973 23.143463 18.812506 21.977596 26.454304  2.73372 0.80153 1.60092
13033.200000 1.970912 5.876371 2.552249 16.788782 23.406802 19.033806 22.338364 26.168428  2.47718 1.86247 2.22083
13033.400000 1.959342 5.860284 2.508816 17.461495 22.973952 19.609351 21.479765 27.580762  3.01739 1.01661 2.13031
13033.600000 1.966446 5.827117 2.456341 18.574611 23.244275 20.798962 22.022861 28.289459  2.84410 1.55263 2.46968
13033.800000 1.954903 5.852564 2.516530 18.975865 22.571974 21.307800 21.372884 28.469750  2.83498 0.85570 1.46927
13034.000000 1.969148 5.838175 2.468740 19.321401 22.301822 21.663645 21.390608 28.674514  2.35632 1.79242 1.88443
13034.200000 1.965570 5.887214 2.369938 19.210137 22.207955 21.397462 21.191931 28.096936  3.34385 1.99183 0.82805
13034.400000 1.965997 5.855865 2.411271 18.692414 21.823802 20.948461 20.715989 28.518224  3.83167 1.34042 2.07650
13034.600000 1.970546 5.855044 2.455703 18.703911 22.036252 21.080154 20.994308 28.863980  2.88314 0.77877 1.96389
13034.800000 1.974353 5.865665 2.395857 18.644063 22.074336 20.986022 20.928108 28.868502  2.72509 1.76056 1.33860
13035.000000 1.976615 5.878615 2.378616 18.570924 21.673797 20.941349 20.888649 28.562410  2.51924 2.51137 1.62259
13035.200000 1.971964 5.874118 2.355030 18.350612 21.092595 20.684133 20.181015 28.430299  2.71123 1.96022 1.51601
13035.400000 1.973380 5.811468 2.351287 19.056903 21.094268 21.357417 20.017870 29.292853  2.65302 1.99254 0.98147
13035.600000 1.960847 5.887569 2.423797 18.942797 20.860183 21.277437 19.620438 29.797784  3.27067 2.76451 1.35371
13035.800000 1.946339 5.881683 2.460641 18.578568 20.758279 20.769619 19.400792 29.607002  2.71853 1.38233 1.11789
13036.000000 1.979391 5.783115 2.356389 18.898733 21.121389 21.041518 19.869484 29.658227  2.81446 1.54806 0.69291
13036.200000 1.951152 5.858402 2.484979 18.974194 21.161641 21.372830 19.999736 29.309938  2.82492 2.37951 1.48415
13036.400000 1.967628 5.993446 2.363712 18.626593 21.423076 20.836056 20.466668 28.154731  3.22189 1.48112 1.18995
13036.600000 1.971911 5.908788 2.358447 18.519477 22.108267 20.631085 21.136486 27.551456  2.82734 1.27467 1.31592
13036.800000 1.971969 5.890023 2.436662 18.446587 21.915799 20.552807 20.937237 27.526929  2.85022 1.46748 1.71914
13037.000000 1.962897 5.989162 2.473403 18.450771 22.264094 20.715142 21.394687 27.900655  3.06310 1.40182 1.92581
13037.200000 1.966287 5.741390 2.453298 18.890373 22.159681 20.965413 20.798555 28.804076  2.17777 2.26282 1.68768
13037.400000 1.970610 5.821397 2.474712 18.931729 22.693392 21.093364 20.936814 28.513668  2.54566 1.09411 1.26418
13037.600000 1.963177 5.879426 2.459606 18.877944 22.675996 21.182793 21.271126 28.355891  2.80239 2.48062 0.63752
13037.800000 1.964042 5.887285 2.465855 19.072467 22.918518 21.251580 21.293845 29.144675  2.65341 2.34378 1.08877
13038.000000 1.974991 5.895810 2.420131 18.844024 22.727439 21.125639 21.328062 29.676871  3.11232 1.87788 0.93828
13038.200000 1.968951 5.882528 2.496219 18.828116 23.027989 21.028529 21.551217 30.142932  2.99264 1.42169 0.44499
13038.400000 1.943733 5.853568 2.476541 19.317947 23.945345 21.412411 22.379141 30.167151  3.29229 1.54484 2.32542
13038.600000 1.966990 5.853641 2.395341 19.399262 23.953069 21.523787 22.565986 30.935447  3.02865 1.85224 1.07803
13038.800000 1.975208 5.928195 2.332066 20.181217 23.688224 22.390688 22.565496 30.870355  3.07713 1.64482 1.74375
13039.000000 1.981157 5.849932 2.193391 20.797477 23.537986 22.703584 22.048253 30.573381  3.31204 1.74024 1.33119
13039.200000 1.965386 5.827103 2.315240 21.046744 22.847380 23.040115 21.354817 30.544481  2.71651 1.92573 2.18044
13039.400000 1.975530 5.838541 2.298542 20.932822 22.706349 23.065919 21.332114 30.461236  3.54032 1.22989 1.94342
13039.600000 1.972839 5.814364 2.428529 20.437164 23.535282 22.772151 22.317021 29.839242  2.62617 1.15510 1.44454
13039.800000 1.967005 5.842545 2.427924 19.505070 24.183295 21.680575 22.487228 29.941174  2.87798 1.11399 1.73232
13040.000000 1.960668 5.847525 2.436100 19.128098 23.994101 21.443133 22.558656 30.552121  2.58326 1.76926 2.48039
13040.200000 1.972713 5.842343 2.426503 19.729230 24.356224 21.999293 22.793122 30.001278  2.75602 1.16401 1.85214
13040.400000 1.963270 5.861214 2.424913 19.826653 24.631107 22.102369 23.088543 30.261587  2.95914 0.58007 1.71267
13040.600000 1.976590 5.843945 2.344175 19.101723 24.898016 21.259655 23.243639 30.548174  3.02666 1.17992 1.61734
13040.800000 1.937525 5.972370 2.625179 19.238109 25.373508 21.611875 23.514403 30.676918  2.81686 1.20709 1.73290
13041.000000 1.972741 5.871892 2.490285 19.121806 25.921024 21.274873 23.983311 30.490275  2.55807 1.72948 1.87318
13041.200000 1.968388 5.860468 2.468130 19.214881 26.062790 21.382820 24.205739 30.835913  2.74077 1.68375 1.27593
13041.400000 1.967128 5.897645 2.482460 18.806601 25.990135 21.064906 24.550554 31.139972  2.90822 1.45320 0.48763
13041.600000 1.958079 5.869080 2.487892 18.742545 26.059602 20.957032 24.305408 30.641744  2.55246 1.13992 0.63682
13041.800000 1.974101 5.910712 2.468369 18.815629 26.039698 21.037239 24.206079 30.205572  3.28948 1.29655 1.36182
13042.000000 1.963924 5.866225 2.472353 19.080228 25.980607 21.330101 24.227418 29.909559  3.12854 0.96995 1.31921
13042.200000 1.963415 5.813674 2.407965 19.726272 25.688238 21.871553 24.642968 29.601150  3.17756 1.54069 1.04752
13042.400000 1.970470 5.884427 2.425251 20.540425 25.679399 22.785160 24.266826 29.578979  3.00762 1.54160 0.89795
13042.600000 1.974074 5.888488 2.383981 21.588011 25.247391 23.812642 23.683253 30.899901  2.39432 2.19671 1.31192
13042.800000 1.964560 5.876928 2.459585 21.849288 24.819974 24.176898 23.274427 30.770039  3.10363 2.32425 1.49016
13043.000000 1.973904 5.833874 2.330748 21.890370 24.183673 24.115791 22.748823 30.856932  2.93106 1.57512 2.02361
13043.200000 1.971861 5.862753 2.287697 21.857532 24.570082 24.030549 23.233035 30.953433  3.14771 1.56262 1.91722
13043.400000 1.979729 5.763961 2.214354 21.632061 25.331482 23.794841 24.331939 30.581078  3.00495 2.32583 1.55801
13043.600000 1.977747 5.818377 2.298221 21.747831 24.857049 23.992977 23.910419 30.979336  2.74595 2.06705 1.38615
13043.800000 1.967418 5.584321 2.275479 22.091538 24.534053 24.331803 23.709220 31.387626  2.79212 1.96556 1.39452
13044.000000 1.978274 5.743614 2.255509 21.831290 24.349839 23.960541 23.475663 31.144206  2.82831 1.64855 1.74150
13044.200000 1.977090 5.817458 2.335324 21.301484 24.359625 23.357883 23.157991 31.675818  2.74829 2.02888 1.81340
13044.400000 1.979032 5.878561 2.311532 21.062847 24.574564 23.211192 23.499274 31.097026  2.88114 1.25561 1.92933
13044.600000 1.968503 5.839000 2.480792 21.128694 24.429813 23.338059 23.317289 31.138994  2.54626 1.83767 1.39420
13044.800000 1.961006 5.807365 2.480714 21.552469 24.190280 23.725970 22.755950 30.481828  2.38903 1.52702 1.51751
13045.000000 1.951710 5.870253 2.584416 21.779906 24.322224 24.047939 22.851356 30.311371  2.19874 1.89126 1.54512
13045.200000 1.973705 5.894451 2.281155 21.391205 25.023051 23.180609 23.690288 30.319972  2.95728 1.39880 1.60684
13045.400000 1.973174 5.879898 2.399206 21.474919 24.174061 23.451512 22.608671 30.252472  2.53566 2.75340 1.66954
13045.600000 1.975674 5.865276 2.254960 22.554913 23.920147 24.366848 22.324818 29.691822  2.90609 2.11091 2.23541
