13853.000000 3.917829 3.953512 2.273067 2.273552 17.382386 4.474640 18.815357 16.257314 15.33344 11.77641 13.59473
13853.200000 3.929600 3.954410 2.342842 2.432431 17.211551 4.636540 18.828268 15.912394 16.76940 12.29755 14.13549
13853.400000 3.949083 3.970823 2.435717 2.275862 17.671607 4.556631 19.252347 16.356867 16.51770 13.79690 15.56240
13853.600000 3.915351 3.958243 2.410812 2.415623 17.133109 4.649519 18.701402 16.222549 15.01311 12.74941 15.46342
13853.800000 3.940809 3.946870 2.319667 2.408744 17.011134 4.575009 18.432293 16.219561 14.99001 12.38040 13.58278
13854.000000 3.935147 3.909856 2.405221 2.386661 17.663417 4.535294 19.156665 16.798598 14.32405 12.01582 13.80361
13854.200000 3.934170 3.912475 2.361946 2.334782 17.963072 4.565914 19.424862 16.937968 14.94647 13.21799 14.53371
13854.400000 3.936136 3.954003 2.302230 2.346160 17.866508 4.497417 19.110377 17.107274 15.56644 13.95710 12.49138
13854.600000 3.932164 3.944360 2.355461 2.338268 17.407197 4.569307 18.301294 16.948391 14.69461 14.86682 13.72911
13854.800000 3.946070 3.898406 2.316926 2.299922 18.158067 4.447485 18.573438 17.841822 14.08490 15.46754 13.33438
13855.000000 3.927437 3.920328 2.388735 2.447899 18.079101 4.686658 18.726124 17.442728 15.88584 15.10684 12.79710
13855.200000 3.919500 3.952326 2.395499 2.501746 17.717793 4.772311 18.593311 17.368413 16.57059 16.32920 13.68019
13855.400000 3.932379 3.981374 2.228273 2.475325 17.715982 4.592662 18.505755 17.213370 14.98396 16.01209 14.41380
13855.600000 3.922430 3.937879 2.451001 2.464371 17.712379 4.779831 18.793239 17.244661 15.32154 15.49484 15.35008
13855.800000 3.944018 3.933503 2.350236 2.358820 18.587928 4.495725 19.332265 18.345417 13.38184 17.03633 14.40037
13856.000000 3.925146 3.941403 2.499280 2.398250 18.507834 4.753548 19.529870 18.036200 14.66245 16.16227 14.53699
13856.200000 3.896842 3.970634 2.313409 2.405080 18.093014 4.619621 19.363568 17.091707 14.30897 15.42181 14.70740
13856.400000 3.929305 3.903277 2.291951 2.438313 17.941847 4.544920 19.599201 16.822253 12.80856 15.43831 14.57877
13856.600000 3.950746 3.886517 2.262169 2.358976 18.136774 4.343317 19.472959 17.463279 14.41945 15.52930 16.05460
13856.800000 3.946427 3.894869 2.333060 2.306782 18.268200 4.489228 19.486865 17.406781 14.95319 13.43876 16.56523
13857.000000 3.919327 3.973664 2.408888 2.478550 18.134243 4.727459 19.296065 17.583344 15.11315 13.31491 15.84449
13857.200000 3.923163 3.932775 2.416049 2.441515 17.877691 4.764945 19.023739 17.394778 14.84984 14.10098 13.53650
13857.400000 3.931811 3.938806 2.371568 2.237109 18.250468 4.420964 19.409686 17.955965 15.42001 14.81290 11.38571
13857.600000 3.936253 3.929259 2.318405 2.457981 18.539055 4.582604 19.187388 18.685017 15.01165 14.23385 12.72461
13857.800000 3.931167 3.920895 2.443329 2.451050 17.985480 4.728267 18.680964 18.579265 15.70298 14.21588 13.99146
13858.000000 3.935716 3.952556 2.396971 2.296475 17.569862 4.587790 18.032523 18.202446 12.54925 14.58559 11.96637
13858.200000 3.928041 3.838626 2.441031 2.390723 17.753078 4.687732 18.136990 18.531199 11.81133 14.52986 12.71758
13858.400000 3.948800 3.890022 2.377280 2.278553 17.533562 4.541182 18.149444 17.911058 12.05629 14.44837 12.65818
13858.600000 3.942210 3.724251 2.347231 2.273769 17.614000 4.295511 18.316610 17.504193 12.22476 15.34968 11.46404
13858.800000 3.930594 3.902537 2.379669 2.350553 18.145690 4.539998 19.079500 18.626044 12.65788 15.67400 11.53975
13859.000000 3.946888 4.026957 2.367855 2.194544 18.225861 4.404080 18.715550 18.741057 13.21062 14.82484 11.25900
13859.200000 3.944663 3.943065 2.335075 2.261779 17.703922 4.489079 18.313778 17.929302 13.98879 14.04434 13.25276
13859.400000 3.936712 3.865924 2.354881 2.359676 18.226373 4.470492 18.784603 18.576599 13.69112 15.56786 13.76392
13859.600000 3.917935 4.011484 2.465991 2.412820 18.111343 4.725142 18.700741 18.425112 15.60811 16.31569 14.83203
13859.800000 3.944692 3.903258 2.323286 2.269215 18.172361 4.503199 18.600743 17.898025 14.51297 15.44653 15.80114
13860.000000 3.916958 3.889885 2.451056 2.353966 18.667431 4.613128 18.799960 18.240031 13.42695 15.55971 14.92881
13860.200000 3.940995 3.867467 2.412825 2.340315 18.219891 4.616731 18.787824 17.794860 13.44787 15.05696 15.12443
13860.400000 3.935115 3.947256 2.439366 2.299365 18.271417 4.624424 18.396162 18.102843 14.67300 16.32075 15.66056
13860.600000 3.921067 3.924270 2.416486 2.397162 18.088634 4.531049 17.986940 17.719189 15.91487 14.96769 16.03402
13860.800000 3.930507 3.949746 2.340785 2.370870 18.314516 4.438741 18.231964 18.203061 13.16793 15.30354 14.15081
13861.000000 3.926707 3.946438 2.338611 2.378238 18.150725 4.487613 18.131684 17.778474 13.25959 15.16131 14.65488
13861.200000 3.938939 4.013519 2.286922 2.341582 17.662819 4.487407 18.097224 17.473331 12.08689 15.48865 14.45419
13861.400000 3.949404 3.945685 2.318546 2.293613 17.451672 4.393818 17.758436 17.226740 13.85318 16.07848 15.33882
13861.600000 3.925079 3.912548 2.413717 2.370359 17.460777 4.695319 17.523035 17.750921 14.60121 15.02907 13.60964
13861.800000 3.941009 3.927044 2.394814 2.364298 17.159650 4.599797 17.195194 17.268654 18.60581 16.23838 14.09563
13862.000000 3.946113 3.894169 2.304389 2.323484 16.608998 4.473621 16.885965 16.818198 16.02148 15.25895 15.15860
13862.200000 3.929254 3.969339 2.456356 2.379504 16.772376 4.577830 16.732840 16.576541 16.32721 14.26877 14.82064
13862.400000 3.934594 3.969310 2.285422 2.285749 16.067912 4.383870 16.385815 15.622088 16.72890 14.76911 15.42689
13862.600000 3.925488 3.970485 2.366629 2.556528 15.352604 4.748790 15.623307 15.104224 14.79086 14.39290 14.57733
13862.800000 3.946233 3.883514 2.366144 2.225509 15.395255 4.440543 15.841911 15.184688 16.31804 13.23764 14.68305
13863.000000 3.919424 3.957737 2.605873 2.301728 15.281157 4.687018 15.820611 14.827412 15.54054 13.52413 13.98550
13863.200000 3.919706 4.039938 2.497384 2.354830 15.089316 4.671038 15.484938 14.627786 16.74248 13.52795 13.24363
13863.400000 3.923926 3.918827 2.336769 2.512609 14.753000 4.678135 14.948162 14.717569 16.99053 14.51008 11.67929
13863.600000 3.949442 3.973192 2.297047 2.282967 14.843760 4.430224 14.924509 15.026510 16.84079 13.91367 12.03854
13863.800000 3.928742 3.876608 2.269941 2.580831 15.111930 4.626618 15.530496 15.790555 16.06650 14.69975 11.33373
13864.000000 3.929321 3.917401 2.485175 2.379124 14.538180 4.723454 14.946779 15.315310 16.51955 14.73032 13.05714
13864.200000 3.934524 3.949244 2.340737 2.368975 15.594383 4.598374 15.955017 16.186055 16.27946 15.43811 13.25494
13864.400000 3.919538 3.961904 2.481529 2.296167 15.572389 4.645855 16.064121 16.040047 15.20902 15.04260 13.78122
13864.600000 3.922335 3.983870 2.255616 2.407239 15.479489 4.570591 16.021162 16.050928 15.18623 15.03677 14.00849
13864.800000 3.923286 4.000816 2.290862 2.432608 14.912675 4.626371 15.700570 15.239478 14.67821 14.48765 13.91318
13865.000000 3.920297 3.960045 2.387894 2.398104 14.470232 4.676556 15.091728 15.135308 14.61598 16.08745 13.69356
13865.200000 3.905153 3.944652 2.303752 2.678178 14.209283 4.781930 15.090743 14.932156 15.12996 15.04908 14.47532
13865.400000 3.933769 3.913080 2.310026 2.487108 14.121738 4.672319 14.858247 14.403677 14.30592 13.41583 13.61056
13865.600000 3.941225 3.933281 2.241967 2.466944 14.009812 4.528613 15.079335 14.330160 14.89524 13.89718 12.80381
13865.800000 3.923057 3.952195 2.308079 2.486003 13.993152 4.539523 15.223865 14.438211 15.31696 13.70401 15.93379
13866.000000 3.928719 3.978488 2.391285 2.463077 14.651817 4.742542 16.016837 14.531218 14.59370 12.01026 15.32311
13866.200000 3.920230 3.984737 2.324443 2.598735 15.806333 4.665825 17.324624 15.488015 15.08581 12.48447 12.05542
13866.400000 3.927241 3.972486 2.410241 2.400909 16.251274 4.621920 17.809464 15.807588 15.19495 13.59499 12.47798
13866.600000 3.919191 3.938074 2.260897 2.562854 16.467442 4.654554 17.901082 16.286110 14.87562 14.70810 13.05412
13866.800000 3.907057 3.921159 2.631729 2.363184 16.563799 4.822755 18.247497 16.186115 14.95682 13.89618 14.98040
13867.000000 3.917085 3.911187 2.401567 2.470593 16.428686 4.639401 18.292005 16.028149 15.37701 12.20556 13.34664
13867.200000 3.937033 3.920539 2.359925 2.365140 15.323737 4.565843 16.908797 14.940367 14.66270 11.96672 12.99746
13867.400000 3.937096 3.895511 2.250883 2.399063 15.150794 4.550207 16.409529 14.830796 16.14228 11.73434 13.76068
13867.600000 3.927017 3.937369 2.299165 2.404357 15.619552 4.614838 16.772376 15.587992 16.71267 12.42987 13.22441
13867.800000 3.939485 3.931067 2.354954 2.353711 15.752015 4.483001 17.228647 15.864264 15.43243 13.48778 12.91721
13868.000000 3.920576 3.945827 2.482418 2.479301 15.827091 4.766660 17.428853 15.811320 13.68769 15.21190 12.65448
13868.200000 3.932203 3.898427 2.439854 2.297365 15.579634 4.583142 17.097807 15.442749 13.41669 13.75114 12.61060
13868.400000 3.939722 3.854914 2.430512 2.387119 16.169352 4.568895 17.639714 16.277807 14.44461 14.52621 12.17844
13868.600000 3.923247 3.904531 2.374110 2.442008 17.020042 4.677256 18.655666 16.550558 15.33926 13.69396 12.41315
13868.800000 3.924894 3.938005 2.251851 2.455470 16.694878 4.571697 18.254536 16.254520 14.57970 14.71304 13.23809
13869.000000 3.949876 3.897641 2.344800 2.346963 16.457583 4.545478 17.989017 16.136575 15.03084 14.92408 14.11397
13869.200000 3.927404 3.918201 2.357402 2.530847 16.725871 4.727493 18.436545 16.163809 15.70270 15.16765 13.62554
13869.400000 3.939009 3.861571 2.352754 2.354848 17.265368 4.513376 18.956466 16.390915 16.63515 15.49361 14.13691
13869.600000 3.943290 3.873541 2.305333 2.331358 16.968834 4.539869 18.535854 16.273246 15.69093 14.44918 14.27008
13869.800000 3.918085 3.915022 2.392006 2.472795 17.535040 4.752380 19.233535 16.463851 15.92025 15.27730 12.63825
13870.000000 3.924987 3.913937 2.484545 2.459847 17.705408 4.712132 19.427852 16.888957 15.93535 15.77475 13.17012
13870.200000 3.928628 3.914454 2.303921 2.522230 16.895078 4.663275 18.422881 16.043778 14.88127 15.14687 13.27598
13870.400000 3.921914 3.928559 2.307144 2.465052 16.254394 4.637994 18.054551 15.316443 13.62285 15.88800 14.00617
13870.600000 3.932375 3.663308 2.334444 2.478489 15.971951 4.473678 18.043321 15.398831 12.94045 16.00928 13.21367
13870.800000 3.935300 3.950173 2.327898 2.467561 15.829327 4.597837 17.683326 15.048439 15.17674 15.59954 14.09482
13871.000000 3.948160 3.893999 2.333710 2.343640 15.986661 4.416008 17.811063 15.378457 13.31610 16.86707 13.16510
13871.200000 3.923539 3.980433 2.325308 2.505851 15.422271 4.749181 17.238693 14.431000 17.12278 15.78907 11.56880
