#! FIELDS coordination coordinationb d1 d2 d3 d4 d5 d6 cc1 cc2 cc3 time
 0.000000 0.000110 7.805181 27.360749 22.098232 6.204821 21.983361 26.139822 20.364376 1.81234 2.17356 2.40868 
 0.200000 0.000301 7.883707 27.332485 22.085446 6.358122 22.221679 26.804526 20.258969 2.00646 1.92814 1.67268
 0.400000 0.000098 7.811744 26.949620 21.868982 6.424360 22.578408 27.086595 19.835249 3.10619 0.76095 0.97668
 0.600000 0.000440 7.910897 26.310395 21.597369 6.044997 23.365473 26.847463 19.630162 1.83219 1.35143 0.84418
 0.800000 0.000416 7.764459 26.108258 21.609758 5.331264 23.581218 25.853631 19.367880 1.85635 1.72453 2.81987
 1.000000 0.001443 7.747864 25.711900 21.517215 5.236863 23.314176 25.674999 19.773286 1.58352 1.51753 2.57016
 1.200000 0.001057 7.744333 26.466444 21.497780 5.120129 22.783679 26.267975 20.118311 2.49055 1.34662 2.37992
 1.400000 0.000389 7.777133 26.690963 22.055596 5.573780 22.667573 27.055115 20.292277 1.20636 1.32008 2.30928
 1.600000 0.001967 7.769962 26.685171 22.173711 5.159101 22.752396 27.740736 20.819018 1.44355 1.04604 2.11105
 1.800000 0.004566 7.792733 26.687631 22.130765 5.260432 22.248031 27.595353 20.789349 1.35407 0.49987 2.14699
 2.000000 0.005462 7.821153 26.568862 22.164323 5.189649 21.833633 27.482018 20.553506 1.64637 0.91481 2.79958
 2.200000 0.004307 7.861547 26.663603 21.937680 5.359007 22.201092 27.006646 20.688790 2.60129 1.20534 2.18806
 2.400000 0.008830 7.824893 26.574585 22.496437 5.502215 22.079996 26.654663 21.368778 1.23611 1.19806 1.67847
 2.600000 0.000603 7.876821 26.590978 22.594764 5.883570 21.942690 26.117105 21.046011 2.07279 1.23966 0.96290
 2.800000 0.000509 7.809666 26.903241 22.226561 5.567302 22.442952 25.961324 20.031834 1.39763 1.86356 0.94838
 3.000000 0.005998 7.852001 27.126897 22.806782 5.194253 22.274367 26.037874 19.916622 2.20040 1.46083 1.47645
 3.200000 0.000507 7.813826 27.220911 23.550905 5.278403 21.478932 26.463751 20.419619 2.62486 1.90347 1.95646
 3.400000 0.000055 7.833007 27.652889 22.929230 5.711026 21.778771 26.387024 20.455994 2.29862 2.30429 1.73502
 3.600000 0.000108 7.815888 27.002461 22.587303 5.651739 22.575333 26.157595 20.487784 2.16671 1.85249 1.02284
 3.800000 0.000004 7.809933 26.795376 23.081919 6.474701 22.386519 25.697968 20.710736 1.45679 2.27659 1.88864
 4.000000 0.000001 7.772757 26.330066 23.409554 6.714556 22.599300 24.218206 21.008465 1.44843 2.51572 2.02829
